,X1,PMCID,statistic,reported,df1,df2,p,value,n,context,sectionName,decision,doi,journalID,journalIDAbrev,title,issue,volume,call,realYear
1560,1575,PMC5439012,r,"r(130) = 0.19, p < 0.05",NA,130,p < 0.05,0.19,NA,"to a lesser extent, respect also positively correlates with an offensive parental style, both for the mother, r(130) = 0.30, p < 0.01, and for the father, r(130) = 0.21, p < 0.05. Finally, it should be noted that there is a positive correlation between being friendly and an avoidant maternal style, r(130) = 0.19, p < 0.05. Table 5 Significant correlation factors of social responsibility, descriptors of the action reasoned and parental styles. Measure Mother open Mother offensive Mother avoidant Father open Father offensive Father avoidant Respect 0.42*** 0.30** -0.09 0.40*** 0.21* -0.07 Friendly 0.10 -0.06 0.19* 0.0",Results,2,10.3389/fpsyg.2017.00809,Frontiers in Psychology,Front Psychol,Program to Promote Personal and Social Responsibility in the Secondary Classroom,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5439012&metadataPrefix=pmc,2017
1561,1576,PMC5439270,F,"F(1,21) = 27.53, p < 0.001",1,21,p < 0.001,27.53,NA,"ing negative events but not in evaluating positive events. For the delta values across conditions, a 2 (Role: actor or recipient) vó 2 (Valence: positive or negative) repeated measures analysis of variance (ANOVA) revealed the main effects of role [F(1,21) = 5.65, p = 0.03, Œ<U+2211>p2 = 0.21], and valence [F(1,21) = 27.53, p < 0.001, Œ<U+2211>p2 = 0.57]. The Role vó Valence interaction was significant [F(1,21) = 13.78, p = 0.001, Œ<U+2211>p2 = 0.40]. See also Figure 1. Simple effect analysis revealed that there was greater self-serving bias in the actor relative to the recipient condition in negative events [F(1,21) = 21.54, p < 0.001, Œ<U+2211>p2 = 0",Study 1,1,10.3389/fpsyg.2017.00822,Frontiers in Psychology,Front Psychol,Immune to Situation: The Self-Serving Bias in Unambiguous Contexts,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5439270&metadataPrefix=pmc,2017
1562,1577,PMC5440465,t,"t(34) = 4.30, p < 0.001",NA,34,p < 0.001,4.3,NA,"2.68 ¬± 0.23 1.05 0.30 As in previous studies, subjects showed a robust endowment effect in terms of the difference between WTA and WTP (Knutson et a1., 2008; Feng et a1., 2013). The mean indifference point in the sell condition (WTA) significantly exceeded that in the buy condition (WTP) for self- (t(34) = 4.30, p < 0.001, Cohen s d = 0.82), mother- [t(34) = 5.51, p < 0.001, Cohen s d = 1.17] and father- [t(34) = 4.72, p < 0.001, Cohen s d = 1.10] but not for classmate-owned [t(34) = 0.15, p = 0.88] products across both groups. We confirmed our pilot study findings that there was no significant difference between th",Results,1,10.3389/fnhum.2017.00272,Frontiers in Human Neuroscience,Front Hum Neurosci,Oxytocin Increases the Perceived Value of Both Self- and Other-Owned Items and Alters Medial Prefrontal Cortex Activity in an Endowment Task,NA,11,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5440465&metadataPrefix=pmc,2017
1563,1578,PMC5441542,F,"F(2,38) = 6.36, p < 0.05",2,38,p < 0.05,6.36,NA,"p < 0.001) (serum: F(2,38) = 70.57-93.03, p < 0.001). Another œâ-6 fatty acid, adrenic acid, was also elevated in both serum (F(2,38) = 314.54-384.01, p < 0.001) and brain (F(2,44) = 177.62-177.76, p < 0.001). There was also an effect of the œâ-3-deficient diet on the serum levels of œâ-9 oleic acid (F(2,38) = 6.36, p < 0.05). As expected, supplementation of dietary œâ-3 changed brain and serum profiles in the opposite direction. For both genotypes, serum (F(2,38) = 99.47-121.50, p < 0.001) and brain (F(2,44) = 10.45-21.01, p < 0.001) levels of œâ-3 EPA increased. The most substantial effect of supplementation was on the",Results,1,10.1038/s41537-017-0014-8,NPJ Schizophrenia,NPJ Schizophr,Vulnerability to omega-3 deprivation in a mouse model of NMDA receptor hypofunction,NA,3,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5441542&metadataPrefix=pmc,2017
1564,1579,PMC5445161,F,"F(1, 20) = 5.110, p < 0.05",1,20,p < 0.05,5.11,NA,"Telic minus A_CON-NonTelic); (c) the difference between the verbs in Telic combinations in Neutral vs. ad-hoc affordance-inducing context (A_CON-Telic minus N_CON-Telic). The omnibus ANOVA revealed that the interaction between Context and Combination was significant in the 400-500 ms time interval, F(1, 20) = 5.110, p < 0.05. No other significant effects or interactions were found in the other time windows [200-300 ms: Fs(1, 20) < 0.186, ps > 0.05; 300-400 ms: Fs(1, 20) < 1.044, ps > 0.05; 500-600 ms: Fs(1, 20) < 2,974, ps > 0.05]. Following-up on this effect, we systematically explored its topography. We established t",Results,3,10.3389/fpsyg.2017.00813,Frontiers in Psychology,Front Psychol,The Time-Course of Sentence Meaning Composition. N400 Effects of the Interaction between Context-Induced and Lexically Stored Affordances,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5445161&metadataPrefix=pmc,2017
1565,1580,PMC5447706,F,"F(2, 126) = 254.55, p < 0.001",2,126,p < 0.001,254.55,NA,"for valence levels: F(2, 126) = 607.44, p < 0.001, Œ<U+2211>2 = 0.91, but not for origin levels: F(2, 126) = 1.88, p = 0.16, Œ<U+2211>2 = 0.03, nor for interaction between valence and origin levels: F(4, 126) = 2.09, p = 0.086, Œ<U+2211>2 = 0.062. For origin ratings we have found significant differences for origin levels: F(2, 126) = 254.55, p < 0.001, Œ<U+2211>2 = 0.80, but not for valence levels: F(2, 126) = 1.27, p = 0.28, Œ<U+2211>2 = 0.02, nor for interaction between valence and origin levels: F(4, 126) = 0.5, p = 0.74, Œ<U+2211>2 = 0.016. In the case of controlled variables no statistically significant effects were found for three dimensions. Arousal ratings: no",Materials and methods,4,10.3389/fpsyg.2017.00880,Frontiers in Psychology,Front Psychol,N450 and LPC Event-Related Potential Correlates of an Emotional Stroop Task with Words Differing in Valence and Emotional Origin,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5447706&metadataPrefix=pmc,2017
1566,1581,PMC5447738,F,"F(2,125) = 13.526 p < 0.001",2,125,p < 0.001,13.526,NA,"rst step of the analysis because it had a higher beta than self-efficacy in predicting interest in biology. At step 1 outcome expectations was significantly related to interest [F(1,126) = 20.549, p < 0.001; R2 = 0.14]. There was a significant increase in R2 after adding self-efficacy to the model [F(2,125) = 13.526 p < 0.001; R2 = 0.18]. This means that including both self-efficacy and outcome expectations, explains 18% of the variance in interest in biology related tasks. Finally, a stepwise multiple regression was performed to determine the contribution of the three subdomains of outcome expectations (physical, socia",Results,1,10.3389/fpsyg.2017.00805,Frontiers in Psychology,Front Psychol,Virtual Learning Simulations in High School: Effects on Cognitive and Non-cognitive Outcomes and Implications on the Development of STEM Academic and Career Choice,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5447738&metadataPrefix=pmc,2017
1567,1582,PMC5450064,F,"F (1, 44) = 0.51, p = 0.481",1,44,p = 0.481,0.51,NA,"group as independent variables with the HADS score in addition to age and sex as covariates showed significant group differences (F (1, 44) = 4.54, p = 0.039), with a higher aToM score in the LSR group than in the HSR group. The covariate HADS score was not related to the participants  aToM score (F (1, 44) = 0.51, p = 0.481) while age and sex were related to the participants  aToM (Fage (1, 44) = 9.04, p = 0.004; Fsex (1, 44) = 7.10, p = 0.011; Table 8).Table 8Differences between high and low symptom reporters (Analysis of Covariance with depression/anxiety, age and sex as covariates) in aToM (affective ToM), emotiona",Results,4,10.1186/s12888-017-1360-9,BMC Psychiatry,BMC Psychiatry,Examining differences in cognitive and affective theory of mind between persons with high and low extent of somatic symptoms: an experimental study,NA,17,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5450064&metadataPrefix=pmc,2017
1568,1583,PMC5450564,F,"F11,702 = 20.92, p < 0.01",11,702,p < 0.01,20.92,NA,"oral superiority on general approach motivation through exonerating cognitions, and group-based emotions, controlling for emotional attachment to the in-group. The overall model was significant for both stories (F11,703 = 20.08, p < 0.01, R2 was 23.91% for the Croatian university students story and F11,702 = 20.92, p < 0.01, R2 was 24.69% for the Slovakian villagers story). The total effect of perceived in-group moral superiority on general approach motivation was significant (b = -0.1929, SE = 0.0428, t = -4.5029, p < 0.05, 95% CIs = -0.2770, -0.1088 for the Croatian university student story and b = -0.2104, SE = 0.0",Overview of Current Research,3,10.3389/fpsyg.2017.00912,Frontiers in Psychology,Front Psychol,The Role of Perceived In-group Moral Superiority in Reparative Intentions and Approach Motivation,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5450564&metadataPrefix=pmc,2017
1569,1584,PMC5460042,F,"F(1,64) = 0.98, P = .325",1,64,p = .325,0.98,NA,", 2005). The Prime Race vó Target interaction was also significant in the feature detection task, F(1,64) = 5.14, P = .027, Œ<U+2211>p2 = .074. However, there was no evidence that responses to guns were facilitated by Black (M = 940.16, s.d. = 36.48) as compared with White primes (M = 944.80, s.d. = 37.83), F(1,64) = 0.98, P = .325, Œ<U+2211>p2 = .015. However, replicating the trend in the race categorization task, the simple effect of race was significant for insects in the feature detection task, with faster responses following White (M = 924.05, s.d. = 35.7) than Black primes to insects (M = 942.74, s.d. = 35.95), F(1,64) = 4.04,",Results,1,10.1093/scan/nsx009,Social Cognitive and Affective Neuroscience,Soc Cogn Affect Neurosci,Seeing is not stereotyping: the functional independence of categorization and stereotype activation,5,12,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5460042&metadataPrefix=pmc,2017
1570,1585,PMC5460043,t,"t(72)=1.29, p = 0.201",NA,72,p = 0.201,1.29,NA,"rprise eliciting shorter reaction times than fear, anger, and disgust (Figure 3a). Paired contrasts revealed that reaction times to angry faces were significantly longer than to happy (t(72)=3.98, p < 0.001), sad (t(72)=3.29, p = 0.002), and surprised faces (t(72)=5.80, p < 0.001), but not fearful (t(72)=1.29, p = 0.201) or disgusted (t(72)=1.63, p = 0.108); while disgusted faces were identified significantly more slowly than happy (t(72)=2.82, p = 0.006) and surprised faces (t(72)=3.97, p < 0.001) (but not fearful (t(72)=-0.18, p = 0.862) or sad (t(72)=1.35, p = 0.182)). Additionally, fearful faces were identifie",Results,1,10.1093/scan/nsx007,Social Cognitive and Affective Neuroscience,Soc Cogn Affect Neurosci,"Prefrontal cortex stimulation does not affect emotional bias, but may slow emotion identification",5,12,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5460043&metadataPrefix=pmc,2017
1571,1586,PMC5460046,t,"t(19) = 1.47, P = 0.16",NA,19,p = 0.16,1.47,NA,"faces preceded by ugliness-related primes were judged as trustworthy significantly less frequently than faces preceded by beauty-related primes [t(19) = 3.77, P = 0.003] and neutral primes [t(19) = 2.49, P = 0.044]. The priming effect for beauty vs. neutral failed to reach statistical significance [t(19) = 1.47, P = 0.16], although the pattern was similar to the one observed in the baseline Vertex condition (Figure 3a). In the dmPFC condition, critically, the main effect of prime was not significant [F(2,38) < 1, P = 0.60]. It seems, thus, that TMS over this region prevented the emergence of the Beauty-is-Good ster",Results,2,10.1093/scan/nsx002,Social Cognitive and Affective Neuroscience,Soc Cogn Affect Neurosci,The dorsomedial prefrontal cortex mediates the interaction between moral and aesthetic valuation: a TMS study on the beauty-is-good stereotype,5,12,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5460046&metadataPrefix=pmc,2017
1572,1587,PMC5460051,F,"F(2,126) = 91.66, P < 0.001",2,126,p < 0.001,91.66,NA,"ontal relative to toward orientation, Ps < 0.19. For angry faces, wish-to-interact was less pronounced for frontal compared with toward face orientation, P < 0.01; no further comparison reached significance, Ps > 0.16. Interactivity. Interactivity ratings revealed main effects of Facial Expression, F(2,126) = 91.66, P < 0.001, Œ<U+2211>p2 = 0.59, and Orientation, F(2,126) = 98.87, P < 0.001, Œ<U+2211>p2 = 0.61. Interactivity was rated higher for happy and angry faces compared with neutral faces, Ps < 0.001; and happy as more interactive then angry faces, P < 0.01. Furthermore, interactivity ratings were most pronounced for toward-orien",Experiment 1,1,10.1093/scan/nsx001,Social Cognitive and Affective Neuroscience,Soc Cogn Affect Neurosci,Face-to-face: Perceived personal relevance amplifies face processing,5,12,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5460051&metadataPrefix=pmc,2017
1573,1588,PMC5460051,F,"F(4,128) = 0.77, P = 0.53",4,128,p = 0.53,0.77,NA,"nounced for toward compared with frontal- and away-oriented face pairs, Fs(1,32) = 6.11 and 7.34, Ps < 0.05, Œ<U+2211>p2 > 0.16. No difference was observed for frontal relative to away-oriented faces, F(1,32) = 0.31, P = 0.58, Œ<U+2211>p2 = 0.01. The interaction Facial Expression vó Orientation was not significant, F(4,128) = 0.77, P = 0.53, Œ<U+2211>p2 = 0.02. Fig. 2. Illustration of the main effect Facial Expression as revealed by the EPN, LPP and sustained positivity. (A) ERP waveforms for an exemplary occipital (PO9) and centro-parietal sensor (CP2) for happy, neutral, and angry facial expressions. (B) Topographical difference maps (happy",Experiment 2,1,10.1093/scan/nsx001,Social Cognitive and Affective Neuroscience,Soc Cogn Affect Neurosci,Face-to-face: Perceived personal relevance amplifies face processing,5,12,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5460051&metadataPrefix=pmc,2017
1574,1589,PMC5461248,F,"F(1,43) = 5.230, p = 0.027",1,43,p = 0.027,5.23,NA,"t main effect of congruency was observed on FCz-CP3/4 (F(1,43) = 10.263, p = 0.003, Œ<U+2211>2 = 0.193) and FCz-P2 (F(1,43) = 5.199, p = 0.028, Œ<U+2211>2 = 0.108; Figure 5), while FCz-F5/6 did not reach significance (F(1,43) = 2.244, p = 0.141, Œ<U+2211>2 = 0.050). The congruency vó group effect was observed on FCz-CP3/4 (F(1,43) = 5.230, p = 0.027, Œ<U+2211>2 = 0.108), indicating that ICPS is comparable between groups during congruent trials (controls: mean = 0.147, SE = 0.10; meditators: mean = 0.143, SE = 0.010) but meditators exhibited considerable enhanced synchrony compared to controls during incongruent trials (controls: mean = 0.152, SE = 0.0",Results,3,10.3389/fnhum.2017.00299,Frontiers in Human Neuroscience,Front Hum Neurosci,Frontal Theta Dynamics during Response Conflict in Long-Term Mindfulness Meditators,NA,11,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5461248&metadataPrefix=pmc,2017
1575,1590,PMC5461341,F,"F(1,32) = 4.15, p = 0.049",1,32,p = 0.049,4.15,NA,"condition. We conducted a one-way ANCOVA with condition (Expressive vs. Flat) for each Affdex score, with age as a covariate. The analysis revealed that children in the Expressive condition showed significantly higher mean levels of concentration, F(1,32) = 4.77, p = 0.036, Œ<U+2211>2 = 0.127; engagement, F(1,32) = 4.15, p = 0.049, Œ<U+2211>2 = 0.112; and surprise, F(1,32) = 5.21, p = 0.029, Œ<U+2211>2 = 0.13, than children in the Flat condition, but that children s attention was not significantly different, F(1,32) = 0.111, p = 0.741. Furthermore, these differences were not affected by children s age (Table 3, Figure 10). The lack of diffe",Results,2,10.3389/fnhum.2017.00295,Frontiers in Human Neuroscience,Front Hum Neurosci,Flat vs. Expressive Storytelling: Young Children’s Learning and Retention of a Social Robot’s Narrative,NA,11,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5461341&metadataPrefix=pmc,2017
1576,1591,PMC5461359,t,"t(1746) = 1.198, p > 0.99",NA,1746,p > 0.99,1.198,NA,"0.001; CS+/G-t(1746) = 7.044, p < 0.001; CS+/G+ t(1746) = 7.011, p < 0.001], and that symptom expectancies for CS- exemplars were higher compared to Gu symptom expectancies [t(1751) = 3.329, p = 0.009], but not different from G+ and G- symptoms expectancies [CS-/G+ t(1746) = 1.165, p > 0.99; CS-/G-t(1746) = 1.198, p > 0.99]. Gu, G+, and G- ratings did not differ from each other (cf. Figure 3). FIGURE 3 Generalization of trigger-symptom contingencies according to different information groups (general vulnerability vs. specific sensitivities). The main effect of Trigger Information was not significant [F(1,22) = 0.025,",Results,1,10.3389/fpsyg.2017.00926,Frontiers in Psychology,Front Psychol,"Learning to Detect Triggers of Airway Symptoms: The Role of Illness Beliefs, Conceptual Categories and Actual Experience with Allergic Symptoms",NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5461359&metadataPrefix=pmc,2017
1577,1592,PMC5466983,F,"F(1, 52) = 1.309, p = 0.258",1,52,p = 0.258,1.309,NA,"ficant interaction between parameters and PD [F(3.883, 201.908) = 2.550, p = 0.042, Œ<U+2211>2 = 0.047]. There was no significant interaction between MDD, PD, and parameters [F(3.883, 201.908) = 0.600, p = 0.658]. Furthermore, there was neither a significant effect of MDD [F(1, 52) = 2.171, p = 0.147], PD [F(1, 52) = 1.309, p = 0.258], nor a significant interaction between MDD and PD [F(1, 52) = 1.046, p = 0.311]. We used six independent-samples t-tests to explore the interaction between parameters and MDD. The t-tests compared parameter values between the two MDD groups (PD-MDD and the MDD). There was a significant effect of M",Results,3,10.3389/fpsyt.2017.00084,Frontiers in Psychiatry,Front Psychiatry,Depression Reduces Accuracy While Parkinsonism Slows Response Time for Processing Positive Feedback in Patients with Parkinson’s Disease with Comorbid Major Depressive Disorder Tested on a Probabilistic Category-Learning Task,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5466983&metadataPrefix=pmc,2017
1578,1593,PMC5468451,F,"F(1,18) = 11.62, p = 0.003",1,18,p = 0.003,11.62,NA,"p < 0.001]. A main effect of Wh-phrase was also found, caused by significantly more correct repetitions for who than for which questions [F(1,18) = 15.89, p < 0.001], as well as an interaction of question type and Wh-phrase, caused by relatively fewer correct repetitions for object which questions [F(1,18) = 11.62, p = 0.003]. No main effect of group and no interactions with group were found. The comparison of the performance of each HI individual with the hearing group is summarized in Table 6. It indicates that 2 of the 11 HI children performed below the hearing control group on the SVOA sentences, and 5 were below t","Results: Repetition of Subject Relatives, Wh-Questions, Passives Topicalization, and V-To-C Movement Derived Sentences",2,10.3389/fpsyg.2017.00689,Frontiers in Psychology,Front Psychol,A Deficit in Movement-Derived Sentences in German-Speaking Hearing-Impaired Children,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5468451&metadataPrefix=pmc,2017
1579,1594,PMC5471337,F,"F(5,95) = 0.904, p = 0.449",5,95,p = 0.449,0.904,NA,"(1,19) = 9.688, p = 0.006). A significant interaction of trustworthiness and electrode was also found (trustworthiness vó electrode: F(5,95) = 3.474, p = 0.018). However, no other interaction effects were identified (phase vó electrode: F(5,95) = 0.393, p = 0.756; trustworthiness vó phase vó electrode: F(5,95) = 0.904, p = 0.449). P3 and LPPThe ANOVA on the P3 amplitude only revealed a significant effect of electrode (F(8,152) = 12.856, p < 0.001), such that the P3 amplitude was largest at PO3 (mean = 9.171, SE = 1.055). However, no other effects were found (trustworthiness: F(1,19) = 1.415, p = 0.249; phase: F(1,19) = 2.7",Results,2,10.3389/fnhum.2017.00307,Frontiers in Human Neuroscience,Front Hum Neurosci,Who Deserves My Trust? Cue-Elicited Feedback Negativity Tracks Reputation Learning in Repeated Social Interactions,NA,11,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5471337&metadataPrefix=pmc,2017
1580,1595,PMC5471337,F,"F(1,19) = 52.845, p < 0.001",1,19,p < 0.001,52.845,NA,"1,19) = 131.727, p < 0.001). Furthermore, from the early to the late phase, investment rate for trustworthy trustees pronouncedly increased from 0.765 (SE = 0.030) to 0.869 (SE = 0.035; F(1,19) = 12.477, p = 0.002) while this rate dramatically decreased from 0.554 (SE = 0.034) to 0.271 (SE = 0.038; F(1,19) = 52.845, p < 0.001) for untrustworthy trustees. The ANOVA on response time revealed no significant effect of trustworthiness (F(1,19) = 1.764, p = 0.200) but a significant effect of phase (F(1,19) = 25.220, p < 0.001). Subjects made faster decisions in the late phase (response time mean = 405.291 ms, SE = 40.157) tha",Results,1,10.3389/fnhum.2017.00307,Frontiers in Human Neuroscience,Front Hum Neurosci,Who Deserves My Trust? Cue-Elicited Feedback Negativity Tracks Reputation Learning in Repeated Social Interactions,NA,11,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5471337&metadataPrefix=pmc,2017
1581,1596,PMC5472845,t,"t(103) = -3.08, p < 0.01",NA,103,p < 0.01,-3.08,NA,"est for sour [F(1, 106) = 7.35, p < 0.01]. Accordingly, SIAM thresholds did not differ significantly between sessions for sweet [t(109) = 0.16, p = 0.88], salty [t(112) = -1.89, p = 0.06], and bitter [t(105) = -1.29, p = 0.20]; however, thresholds were lower during retest compared to test for sour [t(103) = -3.08, p < 0.01]. The correlation analysis for SIAM thresholds (Figure 7) suggests mediocre test-retest reliabilities for sweet [r(37) = 0.48], salty [r(39) = 0.42], and bitter [r(36) = 0.49] (all p < 0.01), and a high test-retest reliability for sour [r(35) = 0.70, p < 0.001]. Similarly, QUEST thresholds did not",3. Results,3,10.3389/fpsyg.2017.00981,Frontiers in Psychology,Front Psychol,Rapid Estimation of Gustatory Sensitivity Thresholds with SIAM and QUEST,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5472845&metadataPrefix=pmc,2017
1582,1597,PMC5474711,F,"F1,82 = 26.04, p < .001",1,82,p < .001,26.04,NA,"fference was not seen in female mice (p = .91). Diet significantly affected velocity in the open field (F2,82 = 3.63, p = .031); mice consuming HFD moved significantly slower than TEN (p = .040) but not slower than RC (p = .084) (Figure 4d). Female mice reared less than male mice across all groups (F1,82 = 26.04, p < .001) (Figure 4e). Diet (F2,82 = 1.95, p = .15) nor sex (F1,82 = 0.97, p = .33) had any effect on Zone 5 (center) time (Figure 4f). Lastly, ethanol consumption produced no alterations to open field behaviors for any of the six parameters (all p > .10). Figure 4 Open field. (a) Active time, (b) active co",Results,3,10.1002/brb3.708,Brain and Behavior,Brain Behav,The behavioral and physiological effects of high-fat diet and alcohol consumption: Sex differences in C57BL6/J mice,6,7,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5474711&metadataPrefix=pmc,2017
1583,1598,PMC5474711,F,"F2,82 = 7.31, p = .001",2,82,p = .001,7.31,NA,"* significant pairwise difference between male and female ethanol consumption, ‚Ä† significant diet difference, ‚Ä° significant sex difference at p < .05 3.1.4 Open fieldThe data summarized here are for the open field during the first 5 min. A sex by diet interaction was uncovered for both active time (F2,82 = 7.31, p = .001) and active counts (F2,82 = 7.42, p = .001). Female mice consuming HFD displayed increased active time (p = .011) and counts (p = .010) compared to RC, but no differences were found between HFD and TEN (p = .078, .073 for time and counts, respectively). Female mice consuming RC exhibited significan",Results,2,10.1002/brb3.708,Brain and Behavior,Brain Behav,The behavioral and physiological effects of high-fat diet and alcohol consumption: Sex differences in C57BL6/J mice,6,7,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5474711&metadataPrefix=pmc,2017
1584,1599,PMC5474711,F,"F2,82 = 7.42, p = .001",2,82,p = .001,7.42,NA,"ale and female ethanol consumption, ‚Ä† significant diet difference, ‚Ä° significant sex difference at p < .05 3.1.4 Open fieldThe data summarized here are for the open field during the first 5 min. A sex by diet interaction was uncovered for both active time (F2,82 = 7.31, p = .001) and active counts (F2,82 = 7.42, p = .001). Female mice consuming HFD displayed increased active time (p = .011) and counts (p = .010) compared to RC, but no differences were found between HFD and TEN (p = .078, .073 for time and counts, respectively). Female mice consuming RC exhibited significantly lower active time and counts (both p <",Results,2,10.1002/brb3.708,Brain and Behavior,Brain Behav,The behavioral and physiological effects of high-fat diet and alcohol consumption: Sex differences in C57BL6/J mice,6,7,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5474711&metadataPrefix=pmc,2017
1585,1600,PMC5478845,F,"F (2, 66) = 47.82, p < 0.01",2,66,p < 0.01,47.82,NA,"s KUN- I. Raman and B.S. Weekes / Deep dysgraphia in Turkish Table 1 Nouns Correct 3/34 Type of error 9 3 0 Unrelated Related Fig. 1. CT scan showing BRB s left temporal lesion after CVA. DURA local flat shoe and G UÃàNESÃß sun as GUÃàNDUÃàZ day. There was a significant effect of word class on spelling F (2, 66) = 47.82, p < 0.01. Analyses of simple main effects (p < 0.05) showed that he spelled nouns significantly better than verbs, which were in turn spelled better than verbal nouns. Nouns and verbs are difficult to match on lexical variables such as how- ever imageability, age of acquisition and length [11]. Items in the",1. Introduction,3,10.1155/2005/568540,Behavioural Neurology,Behav Neurol,Deep Dysgraphia in Turkish,3-Feb,16,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5478845&metadataPrefix=pmc,2005
1586,1601,PMC5479916,F,"F(1,33) = 6.62, p = 0.01",1,33,p = 0.01,6.62,NA,"ent temporal courses depending on lighting: light condition vóblock, F(4,66) = 3.42, p = 0.01, Œ<U+2211>p2 = 0.17 (Figure 5). In Blocks 1 and 2, the three groups showed similar temperature gradient (all p > 0.11, all B01 > 2). Importantly, in Block 3, blue-enriched white decreased the DPG in relation to DL, F(1,33) = 6.62, p = 0.01, while OL did not influence temperature as compared to either DL, F(1,33) = 1.31, p = 0.26, B01 = 1.142, or blue-enriched white light, F(1,33) = 2.29, p = 0.14, B01 = 1.449). In other words, only the blue-enriched white light produced a reliable gradient decrement over time, [linear trend effect: F",Results,2,10.3389/fpsyg.2017.00997,Frontiers in Psychology,Front Psychol,Blue-Enriched White Light Enhances Physiological Arousal But Not Behavioral Performance during Simulated Driving at Early Night,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5479916&metadataPrefix=pmc,2017
1587,1602,PMC5480014,t,t(10) = 2.99; p = 0.014,NA,10,p = 0.014,2.99,NA,"2). Further analyses for the participants who had their first appointment in the evening revealed that only healthy controls had a larger target N2 in the incompatible condition (- 23.68 ŒºV/m2 ¬± 3.92) than the compatible condition (- 14.33 ŒºV/m2 ¬± 4.05) in the morning (at their second appointment) (t(10) = 2.99; p = 0.014) but not in the evening (at their first appointment) (t(10) = 1.06; p = 0.313). In contrast, patients did not show any condition differences in the morning (at their second appointment) (t(10) = 1.09; p = 0.297) or in the evening (at their first appointment) (t(10) = 0.621; p = 0.546) In short, onl",Results,1,10.1016/j.nicl.2017.06.018,Neuroimage : Clinical,Neuroimage Clin,Neurophysiological mechanisms of circadian cognitive control in RLS patients - an EEG source localization study,NA,15,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:5480014&metadataPrefix=pmc,2017
